Rk,Player,Gls/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,Pos
345,Nathan Broadhead,0.3,2024-2025,26,wls WAL,Ipswich Town,eng Premier League,18,702,7.8,7,11,7,0.3,0,0.3,0.3,0,0,0,"MF,FW"
346,Hákon Arnar Haraldsson,0.3,2024-2025,21,is ISL,Lille,fr Ligue 1,25,1755,19.5,21,4,1,0.3,0.2,0.4,0.3,0,0,0,"MF,FW"
347,Sebastian Nanasi,0.3,2024-2025,22,se SWE,Strasbourg,fr Ligue 1,31,2107,23.4,26,5,1,0.3,0.2,0.4,0.3,0,0,0,"MF,FW"
348,Nadiem Amiri,0.3,2024-2025,27,de GER,Mainz 05,de Bundesliga,30,2473,27.5,30,0,0,0.3,0.2,0.4,0.2,0.1,0.1,0,MF
349,Cédric Bakambu,0.3,2024-2025,33,cd COD,Betis,es La Liga,25,710,7.9,6,19,7,0.3,0.3,0.5,0.3,0,0,0,FW
350,Matìas Soulé,0.3,2024-2025,21,ar ARG,Roma,it Serie A,27,1781,19.8,22,5,10,0.3,0.3,0.5,0.3,0,0,0,"MF,DF"
351,Jann-Fiete Arp,0.3,2024-2025,24,de GER,Holstein Kiel,de Bundesliga,23,713,7.9,3,20,9,0.3,0,0.3,0.1,0.1,0.3,0.1,"FW,MF"
352,Denis Zakaria,0.3,2024-2025,27,ch SUI,Monaco,fr Ligue 1,26,2144,23.8,24,2,1,0.3,0.2,0.4,0.2,0.1,0.1,0,MF
353,Franck Honorat,0.3,2024-2025,27,fr FRA,Gladbach,de Bundesliga,19,1439,16,18,1,1,0.3,0.4,0.7,0.3,0,0,0,FW
354,André Ayew,0.2,2024-2025,34,gh GHA,Le Havre,fr Ligue 1,27,1453,16.1,15,12,0,0.2,0.1,0.3,0.2,0,0,0,FW
355,Chuky san jose,0.2,2024-2025,20,es ESP,Valladolid,es La Liga,18,728,8.1,9,9,13,0.2,0,0.2,0.2,0,0,0,MF
356,Joaquín Correa,0.2,2024-2025,29,ar ARG,Inter,it Serie A,19,731,8.1,6,13,14,0.2,0.2,0.5,0.2,0,0,0,"FW,MF"
